ID,Longevity - Months,Churn,Happiness Index - Current Month,Happiness Index - Change,Support Cases - Current Month,Support Cases - Change,Support Priority - Current Month,Support Priority - Change,Logins - Change,Blogs - Change,Views - Change,Days Since Last Login - Change
491,12,0,98,-2,0,0,0,0,3,0,785,0
492,12,0,132,-9,0,0,0,0,8,3,-94,6
493,12,1,127,-7,2,2,2,2,54,0,82,-2
494,13,0,81,22,2,2,3,3,22,0,0,1
495,13,0,118,-33,0,0,0,0,12,-1,18,-5
496,12,0,62,0,0,0,0,0,-14,0,6,2
497,13,0,122,-2,0,0,0,0,-26,0,31,0
498,13,0,37,28,0,0,0,0,0,0,-16,31
499,13,0,153,-9,0,0,0,0,23,2,138,2
500,12,0,134,26,0,0,0,0,35,1,123,-23
501,12,0,94,-47,0,-1,0,-3,-16,-1,-83,1
502,12,0,279,-6,6,0,3,0,-37,-6,-1154,0
503,12,0,50,18,2,1,3,0,132,0,0,-2
504,12,0,202,36,1,-2,0,-3,42,0,-374,0
505,12,0,170,-13,2,0,4,1,129,-1,-106,0
506,13,0,91,27,0,0,0,0,-2,1,-185,-14
507,6,0,0,0,0,0,0,0,-6,0,0,-33
508,13,0,44,0,0,0,0,0,0,0,64,31
509,11,0,114,2,0,-1,0,-3,-4,2,77,4
510,12,1,129,-1,0,0,0,0,1,1,-3,2
511,13,0,134,2,1,1,3,3,47,0,-147,-1
512,5,0,128,3,1,1,3,3,-70,1,0,0
513,11,0,57,-72,0,0,0,0,-15,-1,183,2
514,12,0,89,-1,2,1,3,-1,37,2,-5,0
515,13,0,144,7,0,0,0,0,12,1,70,31
516,13,0,92,71,0,0,0,0,16,1,-30,31
517,10,0,112,-15,0,0,0,0,71,0,4,-18
518,12,0,135,61,2,2,3,3,31,2,56,23
519,12,0,37,-38,0,0,0,0,-10,-3,-94,-2
520,12,0,122,-4,0,0,0,0,-3,-3,-159,0
521,13,0,28,-30,0,0,0,0,-6,0,-42,11
522,12,1,0,0,0,0,0,0,0,0,0,31
523,12,1,152,-36,0,0,0,0,-5,0,-142,20
524,13,0,148,-2,0,0,0,0,-1,0,-1055,0
525,13,0,0,0,1,1,0,0,24,0,0,31
526,12,0,128,45,0,0,0,0,10,1,-24,0
527,5,0,40,-8,0,0,0,0,-14,0,6,4
528,12,0,90,53,0,0,0,0,13,0,0,-6
529,12,0,26,0,0,0,0,0,0,0,9,31
530,11,0,120,-23,0,0,0,0,-9,2,-219,5
531,12,0,231,6,1,-1,3,0,65,2,-7253,0
532,7,0,60,-9,0,-1,0,-3,-11,0,-32,-15
533,12,1,162,28,0,-1,0,-3,8,-8,-96,0
534,11,0,112,-1,0,0,0,0,-59,0,34,0
535,11,0,25,16,0,0,0,0,-2,0,0,-112
536,12,0,121,18,2,2,3,3,1,2,-9,3
537,13,0,161,18,2,2,3,3,15,-3,-86,1
538,12,0,89,-40,1,1,3,3,-23,0,-1620,0
539,13,0,159,65,0,-1,0,-3,23,5,178,0
540,12,0,111,35,0,0,0,0,111,3,-43,-2
541,13,0,171,32,0,0,0,0,27,3,-1914,-5
542,12,1,0,0,0,0,0,0,0,0,0,31
543,8,0,196,-8,0,-1,0,-3,2,-2,96,1
544,8,0,121,-4,0,0,0,0,21,0,28,-1
545,5,0,25,4,0,-2,0,-3,-26,0,5,1
546,13,0,146,-19,0,-2,0,-3,-4,-10,122,-2
547,12,1,0,0,0,0,0,0,0,0,2,31
548,12,1,36,-5,1,1,3,3,5,0,344,-31
549,13,0,139,14,5,5,3,3,127,2,-501,0
550,11,0,0,0,0,0,0,0,0,0,-4,31
551,13,0,170,5,1,1,3,3,7,-4,33,3
552,3,0,9,9,0,0,0,0,20,0,0,0
553,12,0,31,25,0,0,0,0,0,0,15,30
554,12,0,107,42,0,-1,0,-3,15,2,-341,-11
555,11,0,121,2,0,0,0,0,24,1,-318,-1
556,5,0,44,17,0,-3,0,-3,2,0,-1,5
557,13,0,139,-6,2,-4,3,-1,9,44,1734,0
558,12,0,85,-12,1,1,3,3,-3,0,1,2
559,12,0,92,-1,0,0,0,0,3,0,42,10
560,13,0,151,-3,1,-1,3,0,-1,-1,166,0
561,12,0,36,-38,1,-4,3,0,32,-2,80,-1
562,13,0,3,3,0,0,0,0,1,0,9,6
563,12,1,106,2,0,0,0,0,22,1,-2,1
564,12,0,171,-22,7,-1,3,0,19,-2,-1296,-1
565,13,0,89,6,0,0,0,0,5,0,696,21
566,12,0,178,-6,4,0,3,0,22,1,-1053,7
567,11,0,109,10,0,0,0,0,40,0,-483,0
568,8,0,109,-17,2,-1,3,0,-30,0,99,5
569,2,0,0,0,0,0,0,0,0,0,0,0
570,11,1,145,0,0,0,0,0,0,0,-39,7
571,11,0,0,-20,0,0,0,0,-11,0,-8,-16
572,12,0,35,-1,0,0,0,0,1,0,0,19
573,8,1,135,-2,1,1,2,2,82,-3,-248,0
574,12,0,175,-14,0,-1,0,-2,86,2,-116,0
575,12,0,209,-15,1,-5,3,0,15,0,6519,0
576,12,0,21,-16,0,0,0,0,-5,0,-1,-3
577,16,0,74,1,0,0,0,0,13,1,-907,3
578,6,0,120,34,0,0,0,0,26,0,9,10
579,16,0,31,-16,0,0,0,0,-1,0,568,4
580,17,0,166,-24,0,0,0,0,37,1,-23,0
581,17,0,160,-2,2,0,3,0,22,0,366,0
582,17,0,0,0,0,0,0,0,0,0,-16,31
583,17,0,141,-7,0,0,0,0,76,3,143,0
584,17,0,10,-12,0,0,0,0,0,0,-21,31
585,9,0,175,-26,2,-3,3,0,23,-1,-12686,0
586,16,0,217,0,0,-4,0,-3,17,1,-69,0
587,16,0,181,6,2,-2,3,0,37,-1,46,3
588,16,0,196,-6,0,-1,0,-3,12,1,135,-2
589,17,1,95,10,2,2,3,3,9,0,-2554,-11
590,13,1,77,1,0,0,0,0,3,0,0,17
591,16,0,107,26,0,0,0,0,18,7,15,0
592,16,0,26,-12,0,0,0,0,-2,0,-20,-7
593,17,0,196,14,8,-1,3,0,24,28,880,0
594,16,0,122,-22,0,0,0,0,-25,-1,-44,5
595,15,1,165,2,1,0,0,-3,1,6,-325,-1
596,16,0,158,-6,1,0,3,0,-6,-3,-1,0
597,15,0,101,5,1,1,4,4,36,0,0,-12
598,15,0,55,25,0,0,0,0,16,0,-20,-17
599,16,0,38,-45,0,0,0,0,-2,0,17,4
600,16,0,201,51,0,0,0,0,69,1,24,0
601,15,0,142,-16,2,2,3,3,82,7,-238,-2
602,16,0,180,-22,1,-1,2,-1,59,1,-489,3
603,16,0,0,0,0,0,0,0,0,0,0,31
604,14,0,226,21,7,4,3,0,23,-4,1178,0
605,16,0,151,-19,0,0,0,0,31,-1,7,-2
606,15,0,80,16,0,0,0,0,60,2,0,4
607,16,0,114,-32,0,0,0,0,3,-1,-116,5
608,16,0,88,10,0,0,0,0,16,0,-180,7
609,13,0,122,14,0,0,0,0,-24,0,-11,2
610,16,0,127,-17,0,-4,0,-3,7,4,54,1
611,16,0,130,-3,0,0,0,0,17,-2,-18,0
612,14,0,150,-2,0,0,0,0,11,4,18,0
613,16,0,90,-27,0,0,0,0,-1,-1,-30,3
614,16,0,115,34,0,0,0,0,10,4,-51,-1
615,16,0,117,15,1,0,3,-1,-10,0,0,0
616,16,0,44,29,0,-2,0,-3,-3,0,49,10
617,16,0,120,13,1,1,3,3,21,0,-705,8
618,16,0,93,61,0,0,0,0,14,1,-74,0
619,16,0,119,24,0,0,0,0,12,0,24,3
620,16,0,164,15,0,0,0,0,11,-10,196,0
621,14,0,0,-11,0,0,0,0,0,0,-2,31
622,16,0,0,0,0,0,0,0,-2,0,-54,25
623,11,0,94,-22,0,0,0,0,-10,-2,-110,-1
624,16,0,0,0,0,0,0,0,0,0,0,31
625,15,0,72,9,0,-1,0,-3,9,0,7,-77
626,16,0,75,-14,1,-1,3,0,1,3,4911,-4
627,15,0,137,-2,1,-1,3,0,5,-1,51,0
628,11,0,81,60,0,0,0,0,6,1,-32,31
629,16,0,183,4,3,0,3,0,13,2,-96,-2
630,16,0,18,-10,0,0,0,0,-14,0,0,-54
631,16,0,118,19,0,0,0,0,-13,0,27,0
632,16,0,17,0,0,0,0,0,0,0,0,30
633,16,0,124,17,0,0,0,0,-8,-3,-14,2
634,15,0,123,30,2,2,3,3,10,0,24,4
635,15,0,148,28,0,0,0,0,5,1,-2,-4
636,16,0,83,-4,0,0,0,0,-1,0,1060,-74
637,16,0,149,17,1,1,3,3,3,1,652,-1
638,16,0,151,-14,1,1,3,3,7,-3,105,-2
639,15,1,10,1,0,0,0,0,0,0,-3,31
640,15,0,5,-35,0,0,0,0,-8,0,0,11
641,15,0,200,0,0,-7,0,-3,-37,-15,-755,0
642,16,0,26,0,0,0,0,0,0,0,5,31
643,16,0,113,0,0,0,0,0,3,0,325,0
644,16,0,0,0,0,0,0,0,0,0,1,31
645,16,0,61,-1,0,0,0,0,10,0,2,-4
646,16,0,117,16,0,-1,0,-3,-4,1,3,3
647,16,0,17,17,0,0,0,0,0,0,-30,31
648,16,0,112,16,0,0,0,0,-8,1,-1,-1
649,14,0,173,-17,0,-5,0,-3,-33,-6,-20,0
650,2,0,0,0,0,0,0,0,0,0,0,0
651,16,0,141,-1,3,1,3,0,22,-1,1506,-2
652,16,0,164,78,0,0,0,0,27,8,55,-8
653,15,0,86,-37,1,1,3,3,-16,-1,-525,-13
654,16,0,33,33,0,0,0,0,8,0,-7,30
655,13,0,158,-21,0,0,0,0,27,-1,-78,0
656,6,0,26,26,1,0,3,0,41,0,0,8
657,16,0,98,-28,2,2,3,3,22,-2,277,1
658,16,0,45,-41,0,0,0,0,5,0,-92,-8
659,15,0,196,2,1,0,2,-1,-20,1,-968,3
660,15,0,124,20,0,0,0,0,10,0,841,0
661,16,0,85,0,0,-1,0,-3,7,0,0,0
662,16,0,91,9,0,0,0,0,10,0,-617,3
663,16,0,63,-31,0,0,0,0,0,0,-25,31
664,16,0,186,-8,2,2,3,3,79,-3,533,0
665,16,0,35,0,0,0,0,0,4,0,-16,-2
666,12,0,141,-21,0,0,0,0,-3,0,-503,0
667,16,0,68,68,0,0,0,0,70,0,0,31
668,16,0,234,18,3,2,3,0,88,1,189,0
669,13,1,77,-8,0,0,0,0,0,0,6,-1
670,15,0,148,20,5,3,3,0,47,0,33,0
671,16,0,148,1,0,0,0,0,17,1,85,2
672,14,1,110,14,0,0,0,0,33,0,17,3
673,15,0,69,-4,0,0,0,0,-2,0,-18,19
674,16,0,29,-10,0,0,0,0,0,0,-11,31
675,16,0,62,-14,0,0,0,0,-27,0,-224,0
676,15,0,25,25,2,2,3,3,4,0,0,31
677,15,0,0,0,0,0,0,0,0,0,-5,31
678,15,0,41,-16,0,0,0,0,6,0,13,31
679,16,0,21,-31,1,1,3,3,6,0,-88,30
680,15,0,124,45,0,0,0,0,4,2,-658,31
681,15,0,156,-6,1,1,3,3,4,-6,-94,-12
682,15,0,210,41,1,1,3,3,71,1,-798,3
683,13,0,202,11,0,0,0,0,54,0,-142,-1
684,11,0,108,18,0,0,0,0,15,0,-82,6
685,15,0,156,-5,0,-2,0,-3,6,0,100,0
686,15,0,77,10,0,0,0,0,22,0,-128,-3
687,16,0,166,-1,0,0,0,0,4,0,15,11
688,16,0,0,0,0,0,0,0,0,0,0,31
689,12,0,178,-16,0,0,0,0,-6,0,-475,0
690,12,0,31,11,3,2,3,0,67,0,-1,0
691,16,0,152,-24,1,0,3,0,-11,-7,955,0
692,12,0,170,-15,0,0,0,0,-8,-4,241,-1
693,15,0,198,12,9,3,3,0,9,0,218,-1
694,16,0,85,-2,0,0,0,0,1,0,-139,19
695,16,0,171,17,2,-2,3,0,70,3,327,0
696,16,0,73,9,1,0,3,0,28,0,0,-15
697,15,0,165,13,1,1,2,2,92,3,-1919,0
698,16,0,107,1,0,0,0,0,5,0,-13,2
699,12,0,71,10,0,0,0,0,58,0,2114,-1
700,16,0,140,0,0,0,0,0,-50,0,0,0
701,16,0,142,46,3,3,3,3,34,1,9,-2
702,15,0,0,-52,0,0,0,0,-9,0,-41,2
703,16,0,0,-26,0,0,0,0,-1,0,0,-39
704,16,0,97,-11,0,0,0,0,13,2,-3681,0
705,12,1,122,-16,0,0,0,0,7,-7,33,-2
706,16,0,90,32,0,0,0,0,26,2,0,14
707,10,0,98,8,0,0,0,0,24,0,-167,31
708,15,0,161,-6,2,-1,3,0,14,0,253,0
709,15,0,63,-1,0,0,0,0,-4,0,-10,-4
710,15,0,99,-12,0,0,0,0,3,0,591,-10
711,12,0,78,-47,1,1,3,3,-5,-1,55,2
712,15,0,90,-15,1,-4,3,0,16,0,84,0
713,15,0,195,16,2,0,3,-1,20,1,200,0
714,14,0,35,-40,5,3,3,0,26,0,-91,3
715,14,0,78,42,0,0,0,0,2,1,0,-8
716,16,0,166,-17,0,0,0,0,2,-2,1384,7
717,16,0,64,10,0,0,0,0,3,0,1,3
718,16,0,153,3,0,0,0,0,127,-2,-80,0
719,16,0,85,-29,0,0,0,0,3,-2,-1,6
720,16,0,102,0,4,3,3,0,-12,0,-240,0
721,16,0,192,17,0,-1,0,-3,89,1,166,0
722,15,0,1,1,0,0,0,0,2,0,11,31
723,14,0,131,-48,0,0,0,0,-10,-2,5,-1
724,15,0,128,-41,1,1,3,3,56,-1,-62,0
725,16,1,38,36,0,0,0,0,0,0,-175,31
726,16,0,183,5,1,-1,3,0,4,6,-328,-1
727,15,0,85,-12,1,-6,3,0,-30,0,-37,0
728,13,0,50,-11,0,0,0,0,3,0,-77,16
729,15,0,259,-6,0,-8,0,-3,91,2,2482,0
730,3,0,126,126,0,0,0,0,82,0,0,0
731,16,0,153,-64,0,-1,0,-3,18,-2,-125,4
732,14,0,133,-11,0,0,0,0,19,-1,503,-1
733,55,0,192,-7,2,-3,3,0,-49,0,282,0
734,16,0,86,25,0,0,0,0,2,0,45,31
735,14,0,76,0,1,1,3,3,14,0,356,-2
736,15,0,170,-1,0,-1,0,-3,64,2,-101,-1
737,16,1,120,-12,0,0,0,0,-5,1,1950,1
738,13,0,112,35,0,0,0,0,26,2,927,2
739,15,0,114,-1,0,0,0,0,-1,0,-5,3
740,2,0,0,0,0,0,0,0,0,0,0,0
741,16,0,195,-12,1,-1,3,0,5,0,87,-7
742,16,0,114,-11,0,0,0,0,-24,0,-26,-1
743,13,0,63,-20,0,0,0,0,5,0,-7,27
744,4,0,167,72,3,3,3,3,131,2,1456,4
745,15,0,235,15,1,0,3,0,-2,-2,2054,0
746,15,0,32,25,0,0,0,0,2,0,0,31
747,16,0,81,36,0,0,0,0,46,0,299,3
748,16,0,127,-20,0,0,0,0,13,0,-394,-1
749,16,1,183,-4,1,1,3,3,30,-2,-7192,0
750,12,0,35,0,1,1,4,4,13,0,-10,-14
751,16,0,80,-5,0,0,0,0,92,0,-40,0
752,3,0,120,120,6,6,3,3,146,0,0,0
753,15,0,148,37,1,-1,3,0,76,1,-35,-14
754,4,0,172,-4,1,-4,3,0,35,5,1001,0
755,15,0,223,21,4,2,3,0,30,0,32,0
756,12,0,198,7,0,-1,0,-3,44,0,-23,0
757,15,0,195,4,0,-3,0,-3,54,-2,2586,0
758,7,0,147,34,2,1,3,-1,24,2,-33,2
759,12,1,78,20,0,-1,0,-3,48,0,48,31
760,10,0,0,0,0,0,0,0,0,0,-1,31
761,15,0,113,64,0,0,0,0,18,2,147,-16
762,15,0,170,29,2,2,3,3,35,2,-1,-7
763,15,1,104,71,0,0,0,0,6,0,1,-19
764,16,0,103,10,0,0,0,0,22,0,-255,4
765,14,0,135,-5,0,0,0,0,-3,-3,-186,4
766,15,0,199,14,5,0,3,0,46,0,1304,0
767,16,0,125,0,0,0,0,0,27,0,-1508,6
768,14,0,131,7,0,0,0,0,5,-1,-249,-4
769,15,0,26,-37,0,-1,0,-3,1,-1,0,0
770,2,0,0,0,0,0,0,0,0,0,0,0
771,15,0,66,-38,2,2,3,3,46,-12,2,5
772,15,0,201,7,1,1,3,3,42,2,40,-2
773,16,0,111,35,0,0,0,0,12,0,-315,31
774,16,0,0,0,0,0,0,0,0,0,0,31
775,15,0,24,24,0,0,0,0,2,0,-4,31
776,5,0,17,-53,0,-2,0,-3,-34,0,2,7
777,14,0,139,11,2,1,3,0,29,0,-54,3
778,15,0,133,7,0,-1,0,-3,9,5,-21,2
779,9,1,136,35,0,0,0,0,42,-1,1,0
780,16,0,206,0,0,-2,0,-3,40,1,-164,0
781,16,0,66,40,1,1,3,3,14,0,29,13
782,16,0,133,38,0,0,0,0,7,-4,-13,3
783,16,0,124,1,0,0,0,0,-11,0,124,-1
784,16,0,67,-38,0,0,0,0,4,0,21,4
785,16,0,200,0,0,0,0,0,16,1,-1940,3
786,12,1,0,0,0,0,0,0,0,0,0,31
787,16,0,0,0,0,0,0,0,0,0,0,31
788,10,0,207,6,1,1,3,3,107,1,15,-1
789,12,1,157,-20,0,0,0,0,4,-3,107,5
790,15,0,131,-62,0,0,0,0,-47,-2,-313,-3
791,15,0,175,-30,0,-3,0,-3,-39,1,-3,0
792,14,0,214,-8,1,0,3,0,14,-1,145,0
793,15,0,71,-17,0,0,0,0,-10,0,-219,7
794,11,0,37,0,0,0,0,0,4,0,-2,0
795,13,0,50,-21,0,0,0,0,-3,0,13,-10
796,15,0,94,8,0,0,0,0,1,0,5,10
797,14,0,0,-30,0,0,0,0,0,0,1,31
798,15,0,211,3,1,0,3,1,29,3,4115,-1
799,15,0,121,13,1,0,3,0,-21,-2,11,0
800,12,0,102,-5,0,-1,0,-3,2,-1,12,-1
801,15,0,158,-3,0,-5,0,-3,4,3,-8,3
802,4,0,37,37,0,0,0,0,16,0,0,0
803,14,0,128,9,0,0,0,0,37,-1,-21,0
804,15,0,185,2,0,-3,0,-3,2,0,-148,0
805,15,0,15,6,0,0,0,0,5,0,-81,22
806,15,0,31,-14,0,0,0,0,27,0,-2,-20
807,15,0,121,-54,2,-2,3,0,28,-2,620,3
808,14,1,78,-36,0,0,0,0,-14,0,-3,0
809,15,0,173,-10,0,0,0,0,-29,0,-36,-1
810,15,0,173,56,1,1,3,3,44,-1,0,2
811,11,0,158,41,1,1,3,3,-25,4,20,1
812,15,0,196,-1,4,4,3,3,232,-1,1127,0
813,15,0,43,-5,0,-2,0,-3,10,0,-5,2
814,11,0,129,4,0,-2,0,-3,-23,-6,0,4
815,15,0,184,-8,2,2,3,3,24,1,11004,5
816,14,0,137,-50,0,-1,0,-3,-8,-2,-550,3
817,14,1,98,-2,0,0,0,0,-2,0,-62,10
818,14,0,120,-2,0,0,0,0,89,0,-19,0
819,14,0,139,-6,0,-1,0,-3,29,-2,-26,0
820,5,0,156,-9,1,0,3,0,43,0,0,-2
821,15,0,127,5,0,0,0,0,-6,1,-17,14
822,13,0,215,5,0,-1,0,-3,19,1,60,-1
823,14,0,181,56,0,-1,0,-3,111,0,-76,5
824,14,0,33,26,0,0,0,0,2,0,-285,31
825,13,1,110,18,1,1,3,3,14,0,-29,-3
826,14,0,180,36,0,0,0,0,89,4,-24,-1
827,15,0,184,-3,0,0,0,0,15,-2,-408,0
828,15,0,107,-10,0,-1,0,-3,5,0,-128,15
829,15,0,146,-4,1,0,3,0,-8,-1,-12,-1
830,14,0,85,-11,0,0,0,0,19,0,-12,0
831,15,0,56,40,0,0,0,0,5,0,-131,17
832,13,0,179,21,0,0,0,0,95,-3,-1363,0
833,15,0,81,10,0,-1,0,-3,3,0,3,-16
834,15,0,48,-12,2,2,3,3,10,-1,3,-11
835,15,0,190,36,0,0,0,0,60,1,164,-4
836,15,0,82,-48,0,0,0,0,-20,-1,-119,1
837,14,0,155,-19,5,0,3,0,32,-3,-1986,-1
838,15,0,0,-30,0,0,0,0,-9,0,-2,10
839,14,0,125,20,0,0,0,0,69,-1,27,27
840,14,0,151,-11,0,0,0,0,-16,-1,84,-3
841,15,0,179,11,0,0,0,0,100,0,-783,0
842,15,0,122,-6,0,0,0,0,8,-1,2,0
843,13,1,113,-33,0,0,0,0,48,-5,10,9
844,12,0,99,-50,0,0,0,0,-11,-3,-16,0
845,14,0,0,-21,0,0,0,0,-2,0,0,11
846,14,0,136,2,2,0,3,0,-38,4,-652,3
847,14,0,163,60,1,1,3,3,71,1,75,0
848,14,0,218,28,13,12,3,0,151,4,-56,-1
849,15,0,146,-40,0,-5,0,-3,-50,-8,-28,0
850,7,0,118,41,1,1,3,3,30,1,19,14
851,15,0,113,-32,0,0,0,0,-40,-1,-59,4
852,6,0,98,35,4,3,3,0,44,0,-1,-2
853,14,0,167,28,0,-5,0,-3,1,4,-35,1
854,14,0,100,35,0,0,0,0,-14,1,-18,-9
855,15,0,20,15,0,0,0,0,0,0,31,31
856,14,0,185,31,3,3,3,3,44,1,-200,0
857,15,0,126,32,0,-1,0,-3,21,0,-135,0
858,15,0,86,8,0,0,0,0,1,0,-606,3
859,15,0,119,-49,0,0,0,0,-3,-2,-399,3
860,15,0,96,30,2,0,3,0,9,0,14,2
861,12,1,6,-11,1,0,2,-1,-2,0,0,9
862,15,0,0,0,0,0,0,0,-1,0,0,-69
863,9,0,135,10,6,6,3,3,176,0,-18,4
864,13,0,120,10,0,-1,0,-3,42,0,8,-2
865,15,0,95,-51,1,1,3,3,-22,-5,-476,-1
866,11,1,25,15,0,0,0,0,2,0,-27,-10
867,15,0,43,-59,0,-1,0,-3,-1,-1,-71,24
868,15,0,25,-52,0,0,0,0,10,-2,5,-8
869,14,0,101,-10,0,0,0,0,5,0,0,-16
870,15,0,0,-13,0,0,0,0,-4,0,0,-152
871,15,0,24,-35,0,0,0,0,-19,0,27,-24
872,15,0,167,-2,4,4,3,3,170,3,-58,0
873,15,0,137,48,0,0,0,0,74,3,21,0
874,14,1,189,35,0,0,0,0,7,2,-2,11
875,14,0,128,-24,3,3,3,3,16,-3,-22,1
876,15,0,128,7,0,0,0,0,37,-2,454,3
877,14,0,64,5,0,0,0,0,12,0,-272,-12
878,15,0,153,33,0,0,0,0,-3,1,-33,0
879,15,0,159,-8,13,10,3,0,-8,-1,-344,0
880,15,0,143,-22,0,0,0,0,-21,0,265,-3
881,15,0,1,-31,0,0,0,0,0,0,8,-6
882,13,0,28,-10,0,0,0,0,-1,0,0,-16
883,15,0,194,-1,0,-1,0,-3,27,-6,-13961,0
884,15,0,143,-1,1,1,3,3,7,-1,-161,-1
885,14,1,181,27,3,3,3,3,1,-2,144,-1
886,13,0,150,4,1,1,3,3,9,0,-41,5
887,15,0,153,-11,0,-1,0,-3,-12,-1,-25,0
888,14,0,92,-26,0,0,0,0,-9,0,-99,2
889,13,0,19,-4,0,0,0,0,0,0,0,31
890,15,1,0,0,0,0,0,0,0,0,-8,31
891,13,0,131,10,0,0,0,0,51,1,-127,0
892,1,0,0,0,0,0,0,0,0,0,0,0
893,15,0,182,35,0,0,0,0,5,1,-167,0
894,15,0,81,-6,1,-1,3,0,7,0,2,0
895,14,1,0,0,0,0,0,0,0,0,-6,31
896,1,0,0,0,0,0,0,0,0,0,0,0
897,15,0,144,-9,0,0,0,0,21,0,-31,0
898,13,0,63,-44,0,0,0,0,1,-1,-19,-8
899,15,0,72,5,0,0,0,0,-2,0,-151,-92
900,15,0,31,-20,1,1,3,3,4,0,12,-48
901,11,0,217,8,1,0,3,0,68,0,-97,0
902,15,0,60,14,0,-1,0,-3,-3,0,12,4
903,14,1,0,-29,0,0,0,0,-1,0,0,20
904,15,0,93,-37,0,-2,0,-3,-8,-1,-343,-4
905,14,0,72,-1,0,-2,0,-3,-12,0,-179,-6
906,13,0,203,29,0,-1,0,-3,21,1,29,-1
907,15,0,54,9,0,0,0,0,0,0,23,31
908,15,0,98,-65,0,-7,0,-3,-34,-1,-111,0
909,15,0,236,-4,0,0,0,0,5,-5,209,0
910,14,0,17,-40,0,0,0,0,1,0,17,19
911,1,0,0,0,0,0,0,0,0,0,0,0
912,14,0,85,39,0,0,0,0,78,0,-38,31
913,14,0,117,22,3,2,3,0,27,0,-316,16
914,13,0,160,1,0,0,0,0,3,2,-99,4
915,11,0,54,-4,0,0,0,0,-1,0,13,-12
916,15,0,79,8,0,0,0,0,2,0,-9,3
917,13,1,102,7,0,0,0,0,0,0,-7,31
918,14,0,77,9,0,-1,0,-3,34,0,-72,0
919,2,0,0,0,0,0,0,0,0,0,0,0
920,15,0,129,-8,0,-1,0,-3,-7,-3,69,-5
921,14,0,206,-17,0,-1,0,-2,10,-2,690,-1
922,14,0,148,-42,0,-1,0,-3,74,-5,415,-2
923,11,0,226,17,3,-3,3,0,89,2,927,0
924,14,0,43,-5,0,0,0,0,7,0,0,6
925,14,0,0,0,0,0,0,0,0,0,-8,31
926,14,0,79,6,0,0,0,0,-9,0,-78,-92
927,14,0,80,34,0,0,0,0,6,0,-19,31
928,11,0,123,35,0,0,0,0,7,1,-20607,-8
929,12,1,9,-2,0,0,0,0,0,0,155,31
930,15,0,241,12,2,-1,3,0,68,2,7,0
931,11,0,114,-11,0,0,0,0,-15,-1,21,5
932,15,1,96,-16,0,-2,0,-3,-27,-3,8,1
933,14,0,60,-77,1,-1,3,0,-23,-2,43,0
934,12,0,105,-17,0,0,0,0,-14,-5,0,-81
935,10,0,89,-7,0,0,0,0,12,0,-4,2
936,15,0,179,-14,0,0,0,0,9,2,393,-4
937,14,1,0,0,0,0,0,0,0,0,0,30
938,8,0,160,39,9,9,3,3,67,0,-2,-6
939,13,0,76,-38,0,-1,0,-3,-11,-2,-5,5
940,12,0,196,12,1,1,2,2,30,-3,71,3
941,15,0,78,2,0,-2,0,-3,23,0,-157,1
942,6,0,162,20,5,0,2,-1,6,0,297,-3
943,14,0,151,13,3,1,3,0,8,0,-90,-2
944,15,1,0,0,0,0,0,0,0,0,3,31
945,15,0,119,-1,2,2,2,2,13,0,-149,-1
946,15,1,0,0,0,0,0,0,0,0,-3,31
947,15,1,0,0,0,0,0,0,0,0,-1,31
948,15,0,40,11,1,1,3,3,5,0,-352,0
949,12,0,68,29,0,0,0,0,11,1,-8,5
950,15,0,25,25,0,0,0,0,6,0,0,31
951,13,0,113,44,0,0,0,0,66,0,-445,6
952,12,0,50,47,0,0,0,0,16,1,67,7
953,14,0,148,-2,2,0,3,0,77,2,67,-1
954,14,0,55,-38,0,-1,0,-3,-17,0,-56,6
955,14,0,67,-1,0,0,0,0,25,0,-14,-3
956,14,0,123,-1,0,0,0,0,3,0,118,3
957,14,0,32,-48,0,0,0,0,15,-2,-6,10
958,14,0,53,0,0,0,0,0,1,0,85,14
959,13,1,27,27,0,0,0,0,10,0,2,31
960,14,0,167,-8,1,1,3,3,35,-3,-275,-1
961,14,0,40,-50,0,-1,0,-2,-36,-1,27,0
962,14,0,198,-16,0,0,0,0,40,0,481,-1
963,15,0,85,-17,0,0,0,0,9,0,-233,-2
964,15,0,15,1,0,0,0,0,0,0,160,31
965,14,0,71,16,0,0,0,0,-3,0,-841,0
966,4,0,107,56,2,-3,3,0,62,-1,0,0
967,15,0,182,29,0,0,0,0,49,0,154,-1
968,15,0,84,-36,0,0,0,0,2,-1,566,-6
969,15,0,15,10,0,0,0,0,6,0,0,-11
970,12,0,138,-29,0,-1,0,-3,2,0,-35,-1
971,15,0,141,-18,0,0,0,0,-7,-2,-68,4
972,14,0,109,-43,0,-1,0,-4,3,-6,675,4
973,14,0,183,5,0,-1,0,-3,-12,-13,107,0
974,12,0,85,-1,0,0,0,0,79,0,294,2
975,14,0,102,-32,0,0,0,0,-16,-1,-65,0
976,12,1,150,-36,0,-2,0,-3,8,2,-168,-2
977,12,1,161,53,0,0,0,0,5,2,1435,2
978,13,1,0,0,0,0,0,0,0,0,-1,31
979,14,0,94,-3,0,0,0,0,6,0,-63,0
980,14,0,98,21,0,0,0,0,31,0,60,3
981,14,0,168,0,0,-1,0,-3,136,6,33,0
982,14,0,58,-11,0,0,0,0,-9,0,165,-5
983,14,0,83,-1,0,0,0,0,-12,1,136,-1
